cuisine,zipcode,count
Caribbean,11234,158
Caribbean,10466,516
Caribbean,10467,265
Caribbean,11236,714
Caribbean,10469,489
Caribbean,11238,138
Caribbean,11239,34
Caribbean,10472,20
Caribbean,11369,7
Caribbean,10475,55
Caribbean,10019,10
Caribbean,11435,138
Caribbean,10025,43
Caribbean,10026,40
Caribbean,10453,11
Bakery,10281,15
Bakery,10301,26
Bakery,10302,86
Bakery,10304,4
Bakery,10305,104
Bakery,10306,17
Bakery,10308,6
Bakery,10309,29
Bakery,10310,36
Bakery,10312,53
Bakery,10314,30
Bakery,11354,364
Bakery,11355,295
Bakery,11356,1
Bakery,11357,44
Bakery,11358,36
Bakery,11361,59
Bakery,11362,52
Bakery,11364,29
Bakery,11366,10
Bakery,11368,155
Bakery,11369,35
Bakery,11371,3
Bakery,11372,267
Bakery,11373,413
Bakery,11374,32
Bakery,11375,141
Bakery,11377,77
Bakery,11378,48
Bakery,11379,37
Bakery,11385,119
Bakery,11411,62
Bakery,11414,49
Bakery,11415,7
Bakery,11417,66
Bakery,11418,66
Bakery,11419,39
Bakery,11421,69
Bakery,11423,53
Bakery,11426,28
Bakery,11428,36
Bakery,11429,27
Bakery,11430,6
Bakery,11432,47
Bakery,11434,20
Bakery,11435,61
Bakery,10451,26
Bakery,10452,91
Bakery,10453,88
Bakery,10454,23
Bakery,10455,67
Bakery,10456,70
Bakery,10457,45
Bakery,10458,96
Bakery,10459,71
Bakery,10460,11
Bakery,10461,75
Bakery,10462,109
Bakery,10463,42
Bakery,10466,30
Bakery,10467,38
Bakery,10468,129
Bakery,10469,34
Bakery,10470,13
Bakery,10472,101
Bakery,10475,17
Bakery,10001,50
Bakery,10002,388
Bakery,10003,127
Bakery,10004,5
Bakery,10007,29
Bakery,10009,28
Bakery,10010,24
Bakery,10011,87
Bakery,10012,171
Bakery,10013,535
Bakery,10014,138
Bakery,10016,29
Bakery,10017,45
Bakery,10018,75
Bakery,10019,113
Bakery,10020,10
Bakery,10022,102
Bakery,10023,95
Bakery,10024,72
Bakery,10025,66
Bakery,10026,57
Bakery,10027,6
Bakery,10028,36
Bakery,10029,137
Bakery,10030,13
Bakery,10031,108
Bakery,10032,133
Bakery,10033,94
Bakery,10034,33
Bakery,10035,46
Bakery,10036,50
Bakery,10037,19
Bakery,10038,163
Bakery,10040,102
Bakery,10065,52
Bakery,10075,20
Bakery,11101,25
Bakery,11102,20
Bakery,11103,93
Bakery,11104,45
Bakery,11105,75
Bakery,11106,123
Bakery,10112,9
Bakery,10119,4
Bakery,10121,10
Bakery,10128,6
Bakery,11693,1
Bakery,11694,9
Bakery,10169,5
Bakery,11201,72
Bakery,11203,62
Bakery,11204,395
Bakery,11205,30
Bakery,11206,65
Bakery,11207,53
Bakery,11208,83
Bakery,11209,151
Bakery,11210,11
Bakery,11211,126
Bakery,11212,4
Bakery,11213,60
Bakery,11214,156
Bakery,11215,214
Bakery,11216,60
Bakery,11217,22
Bakery,11218,60
Bakery,11219,77
Bakery,11220,732
Bakery,11221,35
Bakery,11222,110
Bakery,11223,64
Bakery,11224,6
Bakery,11225,28
Bakery,11226,77
Bakery,11228,6
Bakery,11229,146
Bakery,11230,19
Bakery,11231,52
Bakery,11232,86
Bakery,11233,1
Bakery,11234,70
Bakery,11235,16
Bakery,11236,66
Bakery,11237,138
Bakery,11238,41
Bakery,11249,30
Spanish,10301,82
Spanish,10302,28
Spanish,10303,36
Spanish,10304,28
Spanish,10306,54
Spanish,10307,17
Spanish,10308,46
Spanish,10310,30
Spanish,11354,9
Spanish,11356,64
Spanish,11357,8
Spanish,11358,50
Spanish,11362,22
Spanish,11365,14
Spanish,11366,14
Spanish,11368,734
Spanish,11369,57
Spanish,11370,7
Spanish,11372,713
Spanish,11373,157
Spanish,11375,34
Spanish,11377,172
Spanish,11378,21
Spanish,11379,48
Spanish,11385,215
Spanish,11414,8
Spanish,11416,44
Spanish,11417,94
Spanish,11418,114
Spanish,11419,4
Spanish,11420,44
Spanish,11421,198
Spanish,11422,14
Spanish,11428,55
Spanish,11432,245
Spanish,11434,40
Spanish,11435,142
Spanish,10016,26
Spanish,10451,67
Spanish,10452,201
Spanish,10453,172
Spanish,10454,195
Spanish,10455,187
Spanish,10456,128
Spanish,10457,219
Spanish,10458,184
Spanish,10459,136
Spanish,10460,19
Spanish,10461,92
Spanish,10462,66
Spanish,10463,90
Spanish,10464,8
Spanish,10466,36
Spanish,10467,198
Spanish,10468,106
Spanish,10469,40
Spanish,10470,11
Spanish,10471,2
Spanish,10472,150
Spanish,10473,60
Spanish,10474,96
Spanish,10001,93
Spanish,10002,88
Spanish,10003,28
Spanish,10007,47
Spanish,10009,80
Spanish,10011,212
Spanish,10012,68
Spanish,10013,15
Spanish,10014,60
Spanish,11040,12
Spanish,10017,41
Spanish,10019,5
Spanish,10022,19
Spanish,10025,22
Spanish,10026,41
Spanish,10027,71
Spanish,10028,18
Spanish,10029,104
Spanish,10031,172
Spanish,10032,155
Spanish,10033,235
Spanish,10034,127
Spanish,10035,92
Spanish,10036,85
Spanish,10037,45
Spanish,10038,34
Spanish,10040,184
Spanish,11101,171
Spanish,11102,41
Spanish,11103,65
Spanish,11104,46
Spanish,11105,16
Spanish,11106,125
Spanish,10128,14
Spanish,11691,22
Spanish,10166,9
Spanish,11201,82
Spanish,11203,4
Spanish,11205,49
Spanish,11206,159
Spanish,11207,284
Spanish,11208,191
Spanish,11209,16
Spanish,11211,67
Spanish,11212,125
Spanish,11213,18
Spanish,11214,111
Spanish,11215,49
Spanish,11216,51
Spanish,11217,35
Spanish,11218,93
Spanish,11219,97
Spanish,11220,122
Spanish,11221,209
Spanish,11222,17
Spanish,11223,33
Spanish,11224,15
Spanish,11225,6
Spanish,11226,55
Spanish,11230,10
Spanish,11232,237
Spanish,11236,29
Spanish,11237,306
Pizza/Italian,10280,29
Pizza/Italian,10281,18
Pizza/Italian,10301,36
Pizza/Italian,10302,76
Pizza/Italian,10303,22
Pizza/Italian,10304,122
Pizza/Italian,10305,148
Pizza/Italian,10306,212
Pizza/Italian,10307,52
Pizza/Italian,10308,43
Pizza/Italian,10309,94
Pizza/Italian,10310,86
Pizza/Italian,10312,128
Pizza/Italian,10314,114
Pizza/Italian,11354,39
Pizza/Italian,11355,20
Pizza/Italian,11356,51
Pizza/Italian,11357,10
Pizza/Italian,11358,50
Pizza/Italian,11360,30
Pizza/Italian,11361,23
Pizza/Italian,11362,39
Pizza/Italian,11363,7
Pizza/Italian,11364,17
Pizza/Italian,11365,30
Pizza/Italian,11366,59
Pizza/Italian,11367,24
Pizza/Italian,11368,103
Pizza/Italian,11370,15
Pizza/Italian,11371,13
Pizza/Italian,11372,44
Pizza/Italian,11373,56
Pizza/Italian,11375,76
Pizza/Italian,11377,36
Pizza/Italian,11378,139
Pizza/Italian,11379,67
Pizza/Italian,11385,161
Pizza/Italian,11412,9
Pizza/Italian,11414,26
Pizza/Italian,11415,26
Pizza/Italian,11416,42
Pizza/Italian,11417,27
Pizza/Italian,11418,4
Pizza/Italian,11419,11
Pizza/Italian,11421,77
Pizza/Italian,11430,13
Pizza/Italian,11432,24
Pizza/Italian,10451,73
Pizza/Italian,10452,37
Pizza/Italian,10453,36
Pizza/Italian,10454,35
Pizza/Italian,10455,95
Pizza/Italian,10456,26
Pizza/Italian,10458,127
Pizza/Italian,10459,21
Pizza/Italian,10460,10
Pizza/Italian,10461,154
Pizza/Italian,10462,59
Pizza/Italian,10463,81
Pizza/Italian,10464,27
Pizza/Italian,10465,1
Pizza/Italian,10466,43
Pizza/Italian,10467,46
Pizza/Italian,10468,24
Pizza/Italian,10469,13
Pizza/Italian,10471,55
Pizza/Italian,10473,5
Pizza/Italian,10474,20
Pizza/Italian,10475,8
Pizza/Italian,11001,16
Pizza/Italian,10001,151
Pizza/Italian,10002,63
Pizza/Italian,10003,135
Pizza/Italian,10004,28
Pizza/Italian,10007,12
Pizza/Italian,10009,38
Pizza/Italian,10010,42
Pizza/Italian,10011,112
Pizza/Italian,10012,114
Pizza/Italian,10013,17
Pizza/Italian,10014,63
Pizza/Italian,10016,244
Pizza/Italian,10017,81
Pizza/Italian,10018,52
Pizza/Italian,10019,95
Pizza/Italian,10021,30
Pizza/Italian,10022,50
Pizza/Italian,10023,82
Pizza/Italian,10024,39
Pizza/Italian,10025,115
Pizza/Italian,10028,65
Pizza/Italian,10031,49
Pizza/Italian,10032,5
Pizza/Italian,10033,20
Pizza/Italian,10034,8
Pizza/Italian,10035,6
Pizza/Italian,10036,104
Pizza/Italian,10037,13
Pizza/Italian,10038,38
Pizza/Italian,10039,22
Pizza/Italian,10044,15
Pizza/Italian,10065,48
Pizza/Italian,10075,37
Pizza/Italian,11101,10
Pizza/Italian,11102,19
Pizza/Italian,11103,52
Pizza/Italian,11104,41
Pizza/Italian,11105,23
Pizza/Italian,11106,56
Pizza/Italian,10128,98
Pizza/Italian,11693,39
Pizza/Italian,11694,44
Pizza/Italian,11201,88
Pizza/Italian,11204,60
Pizza/Italian,11205,25
Pizza/Italian,11206,70
Pizza/Italian,11207,37
Pizza/Italian,11208,39
Pizza/Italian,11209,172
Pizza/Italian,11210,10
Pizza/Italian,11211,86
Pizza/Italian,11212,35
Pizza/Italian,11213,26
Pizza/Italian,11214,168
Pizza/Italian,11215,188
Pizza/Italian,11216,6
Pizza/Italian,11217,87
Pizza/Italian,11218,40
Pizza/Italian,11219,51
Pizza/Italian,11220,62
Pizza/Italian,11221,31
Pizza/Italian,11222,50
Pizza/Italian,11223,45
Pizza/Italian,11226,47
Pizza/Italian,11228,108
Pizza/Italian,11229,168
Pizza/Italian,11230,75
Pizza/Italian,11231,98
Pizza/Italian,11232,53
Pizza/Italian,11234,62
Pizza/Italian,11235,127
Pizza/Italian,11236,18
Pizza/Italian,11237,32
Pizza/Italian,11238,8
Pizza/Italian,11249,24
Chicken,10301,26
Chicken,10302,32
Chicken,10303,16
Chicken,10304,10
Chicken,10306,30
Chicken,10308,13
Chicken,10309,4
Chicken,10310,18
Chicken,10314,7
Chicken,11354,71
Chicken,11355,14
Chicken,11356,8
Chicken,11358,74
Chicken,11361,9
Chicken,11366,13
Chicken,11368,34
Chicken,11370,4
Chicken,11372,42
Chicken,11373,18
Chicken,11377,28
Chicken,11379,11
Chicken,11385,62
Chicken,11411,7
Chicken,11412,54
Chicken,11413,4
Chicken,11414,12
Chicken,11415,11
Chicken,11416,10
Chicken,11417,19
Chicken,11418,38
Chicken,11419,58
Chicken,11420,38
Chicken,11421,35
Chicken,11422,20
Chicken,11423,11
Chicken,11427,35
Chicken,11428,19
Chicken,11429,15
Chicken,11432,172
Chicken,11433,78
Chicken,11434,68
Chicken,11435,31
Chicken,11436,39
Chicken,10451,96
Chicken,10452,116
Chicken,10453,136
Chicken,10454,32
Chicken,10455,72
Chicken,10456,83
Chicken,10457,79
Chicken,10458,68
Chicken,10459,110
Chicken,10460,19
Chicken,10461,38
Chicken,10462,66
Chicken,10463,13
Chicken,10465,6
Chicken,10466,45
Chicken,10467,65
Chicken,10468,92
Chicken,10469,41
Chicken,10470,10
Chicken,10472,51
Chicken,10473,26
Chicken,10475,82
Chicken,11004,12
Chicken,10002,10
Chicken,10003,48
Chicken,10006,64
Chicken,10007,37
Chicken,10009,51
Chicken,10010,61
Chicken,10011,78
Chicken,10016,45
Chicken,10017,24
Chicken,10018,75
Chicken,10019,23
Chicken,10024,25
Chicken,10025,54
Chicken,10026,89
Chicken,10027,78
Chicken,10028,19
Chicken,10029,87
Chicken,10030,6
Chicken,10031,51
Chicken,10032,54
Chicken,10033,37
Chicken,10034,52
Chicken,10035,23
Chicken,10036,55
Chicken,10037,46
Chicken,10038,31
Chicken,10039,20
Chicken,10040,40
Chicken,10065,22
Chicken,11101,23
Chicken,11102,4
Chicken,11103,70
Chicken,11105,31
Chicken,11106,58
Chicken,10121,18
Chicken,11691,61
Chicken,10169,8
Chicken,11201,26
Chicken,11203,95
Chicken,11205,41
Chicken,11206,21
Chicken,11207,118
Chicken,11208,160
Chicken,11209,9
Chicken,11210,17
Chicken,11211,29
Chicken,11212,243
Chicken,11213,69
Chicken,11214,25
Chicken,11215,37
Chicken,11216,152
Chicken,11217,52
Chicken,11218,23
Chicken,11220,79
Chicken,11221,58
Chicken,11222,24
Chicken,11223,34
Chicken,11224,51
Chicken,11225,65
Chicken,11226,152
Chicken,11230,32
Chicken,11231,64
Chicken,11232,27
Chicken,11233,103
Chicken,11234,44
Chicken,11235,21
Chicken,11236,56
Chicken,11237,49
Chicken,11238,8
Chicken,11239,13
Delicatessen,10301,49
Delicatessen,10302,21
Delicatessen,10306,53
Delicatessen,10308,20
Delicatessen,10309,76
Delicatessen,10310,13
Delicatessen,10312,21
Delicatessen,10314,43
Delicatessen,11354,68
Delicatessen,11355,10
Delicatessen,11356,36
Delicatessen,11357,53
Delicatessen,11360,16
Delicatessen,11361,9
Delicatessen,11363,10
Delicatessen,11364,11
Delicatessen,11365,12
Delicatessen,11367,21
Delicatessen,11368,57
Delicatessen,11369,4
Delicatessen,11370,18
Delicatessen,11371,11
Delicatessen,11373,16
Delicatessen,11374,33
Delicatessen,11375,48
Delicatessen,11377,56
Delicatessen,11378,87
Delicatessen,11385,15
Delicatessen,11414,57
Delicatessen,11415,29
Delicatessen,11416,35
Delicatessen,11417,46
Delicatessen,11418,20
Delicatessen,11423,43
Delicatessen,11426,51
Delicatessen,11430,32
Delicatessen,11432,76
Delicatessen,11434,35
Delicatessen,11435,27
Delicatessen,10451,33
Delicatessen,10452,4
Delicatessen,10453,27
Delicatessen,10455,11
Delicatessen,10458,39
Delicatessen,10461,13
Delicatessen,10462,15
Delicatessen,10463,49
Delicatessen,10464,22
Delicatessen,10465,28
Delicatessen,10467,21
Delicatessen,10468,6
Delicatessen,10469,52
Delicatessen,10474,6
Delicatessen,10475,38
Delicatessen,10001,214
Delicatessen,10002,6
Delicatessen,10003,26
Delicatessen,10004,17
Delicatessen,10005,37
Delicatessen,10007,89
Delicatessen,10009,12
Delicatessen,10010,121
Delicatessen,10012,68
Delicatessen,10013,87
Delicatessen,10014,22
Delicatessen,10016,143
Delicatessen,10017,276
Delicatessen,10018,215
Delicatessen,10019,233
Delicatessen,10020,25
Delicatessen,10021,78
Delicatessen,10022,307
Delicatessen,10024,94
Delicatessen,10025,91
Delicatessen,10027,7
Delicatessen,10028,25
Delicatessen,10029,38
Delicatessen,10032,44
Delicatessen,10033,69
Delicatessen,10035,24
Delicatessen,10036,315
Delicatessen,10038,64
Delicatessen,10065,77
Delicatessen,10075,28
Delicatessen,11101,306
Delicatessen,11102,32
Delicatessen,11103,21
Delicatessen,11105,35
Delicatessen,11106,46
Delicatessen,10112,5
Delicatessen,10123,16
Delicatessen,10128,30
Delicatessen,11694,14
Delicatessen,11201,35
Delicatessen,11206,39
Delicatessen,11207,24
Delicatessen,11209,37
Delicatessen,11210,10
Delicatessen,11211,17
Delicatessen,11214,18
Delicatessen,11215,38
Delicatessen,11217,23
Delicatessen,11218,2
Delicatessen,11219,27
Delicatessen,11220,133
Delicatessen,11221,2
Delicatessen,11222,79
Delicatessen,11223,6
Delicatessen,11228,20
Delicatessen,11230,78
Delicatessen,11231,29
Delicatessen,11232,86
Delicatessen,11234,9
Delicatessen,11235,12
Delicatessen,11236,108
Delicatessen,11242,14
Delicatessen,11249,6
Asian,10282,28
Asian,10301,6
Asian,10302,47
Asian,10304,6
Asian,10306,16
Asian,10308,5
Asian,10309,2
Asian,10312,17
Asian,10314,79
Asian,11354,367
Asian,11355,126
Asian,11356,42
Asian,11357,18
Asian,11358,53
Asian,11360,19
Asian,11361,23
Asian,11362,28
Asian,11364,88
Asian,11365,26
Asian,11366,99
Asian,11367,35
Asian,11368,15
Asian,11370,5
Asian,11372,263
Asian,11373,184
Asian,11374,51
Asian,11375,73
Asian,11377,90
Asian,11385,8
Asian,11415,24
Asian,11417,9
Asian,11418,33
Asian,11420,14
Asian,11421,16
Asian,11430,20
Asian,11040,6
Asian,10462,17
Asian,10463,13
Asian,10465,2
Asian,10468,20
Asian,10001,237
Asian,10002,201
Asian,10003,333
Asian,10004,45
Asian,10006,39
Asian,10007,13
Asian,10009,160
Asian,10010,37
Asian,10011,73
Asian,10012,43
Asian,10013,122
Asian,10014,116
Asian,10016,145
Asian,10017,67
Asian,10018,44
Asian,10019,90
Asian,10021,15
Asian,10022,192
Asian,10023,34
Asian,10024,53
Asian,10025,106
Asian,10027,61
Asian,10028,22
Asian,10029,21
Asian,10031,67
Asian,10036,144
Asian,10038,32
Asian,10065,76
Asian,10075,27
Asian,11101,48
Asian,11102,18
Asian,11103,28
Asian,11104,53
Asian,11105,22
Asian,10128,39
Asian,11693,15
Asian,10169,3
Asian,11201,161
Asian,11203,5
Asian,11204,9
Asian,11205,6
Asian,11206,22
Asian,11209,42
Asian,11211,35
Asian,11213,6
Asian,11214,130
Asian,11215,82
Asian,11217,39
Asian,11218,41
Asian,11219,37
Asian,11220,131
Asian,11221,22
Asian,11222,31
Asian,11223,17
Asian,11226,27
Asian,11229,26
Asian,11232,15
Asian,11233,9
Asian,11234,34
Asian,11235,16
Asian,11238,53
Asian,11249,39
Indian,10301,46
Indian,10303,19
Indian,10304,11
Indian,10305,2
Indian,10306,22
Indian,11355,38
Indian,11358,19
Indian,11361,47
Indian,11368,22
Indian,11370,7
Indian,11372,281
Indian,11374,41
Indian,11375,71
Indian,11377,51
Indian,11378,6
Indian,11379,10
Indian,11385,40
Indian,11415,31
Indian,11418,103
Indian,11419,236
Indian,11420,96
Indian,11426,98
Indian,11427,22
Indian,11428,5
Indian,11430,10
Indian,11432,121
Indian,11434,26
Indian,11435,37
Indian,11436,2
Indian,11040,47
Indian,10456,30
Indian,10462,32
Indian,10463,24
Indian,10467,64
Indian,10470,4
Indian,11004,137
Indian,10001,43
Indian,10002,35
Indian,10003,206
Indian,10004,18
Indian,10005,4
Indian,10006,39
Indian,10007,63
Indian,10009,13
Indian,10010,103
Indian,10011,11
Indian,10012,78
Indian,10013,88
Indian,10014,12
Indian,10016,385
Indian,10017,136
Indian,10018,192
Indian,10019,179
Indian,10021,52
Indian,10022,108
Indian,10023,39
Indian,10024,95
Indian,10025,174
Indian,10026,56
Indian,10027,50
Indian,10028,72
Indian,10029,60
Indian,10031,22
Indian,10035,14
Indian,10036,71
Indian,10038,33
Indian,10039,44
Indian,10040,28
Indian,10065,73
Indian,11101,52
Indian,11102,26
Indian,11103,64
Indian,11104,9
Indian,11105,6
Indian,11106,12
Indian,10128,33
Indian,11201,74
Indian,11205,47
Indian,11206,27
Indian,11207,25
Indian,11208,45
Indian,11209,32
Indian,11210,20
Indian,11211,73
Indian,11213,12
Indian,11215,118
Indian,11216,52
Indian,11217,88
Indian,11218,71
Indian,11219,9
Indian,11220,22
Indian,11221,74
Indian,11222,24
Indian,11225,35
Indian,11226,51
Indian,11230,35
Indian,11233,31
Indian,11234,17
Indian,11235,9
Indian,11237,73
Indian,11238,77
Donuts,10301,43
Donuts,10302,24
Donuts,10303,24
Donuts,10304,15
Donuts,10305,36
Donuts,10306,29
Donuts,10308,47
Donuts,10309,22
Donuts,10310,26
Donuts,10312,52
Donuts,10314,73
Donuts,11354,55
Donuts,11355,32
Donuts,11356,28
Donuts,11357,30
Donuts,11358,25
Donuts,11360,11
Donuts,11361,18
Donuts,11362,12
Donuts,11364,51
Donuts,11365,15
Donuts,11366,56
Donuts,11367,38
Donuts,11368,29
Donuts,11369,36
Donuts,11370,11
Donuts,11371,13
Donuts,11372,55
Donuts,11373,49
Donuts,11374,33
Donuts,11375,47
Donuts,11377,30
Donuts,11378,28
Donuts,11379,22
Donuts,11385,72
Donuts,11411,1
Donuts,11412,5
Donuts,11414,60
Donuts,11415,37
Donuts,11416,11
Donuts,11417,46
Donuts,11418,26
Donuts,11419,41
Donuts,11420,33
Donuts,11421,28
Donuts,11422,16
Donuts,11423,43
Donuts,11426,10
Donuts,11427,24
Donuts,11428,41
Donuts,11429,13
Donuts,11430,88
Donuts,11432,95
Donuts,11434,11
Donuts,11435,35
Donuts,11436,29
Donuts,10451,60
Donuts,10452,13
Donuts,10453,21
Donuts,10454,17
Donuts,10455,28
Donuts,10456,21
Donuts,10457,31
Donuts,10458,41
Donuts,10459,31
Donuts,10460,45
Donuts,10461,87
Donuts,10462,24
Donuts,10463,25
Donuts,10464,9
Donuts,10465,34
Donuts,10466,24
Donuts,10467,85
Donuts,10468,86
Donuts,10469,48
Donuts,10470,25
Donuts,10471,11
Donuts,10472,35
Donuts,10473,6
Donuts,10474,10
Donuts,10475,28
Donuts,11004,22
Donuts,10001,139
Donuts,10002,21
Donuts,10003,53
Donuts,10004,5
Donuts,10005,9
Donuts,10006,4
Donuts,10007,63
Donuts,10009,61
Donuts,10010,23
Donuts,10011,100
Donuts,10012,6
Donuts,10013,3
Donuts,10014,45
Donuts,10016,123
Donuts,10017,35
Donuts,10018,79
Donuts,10019,77
Donuts,10021,16
Donuts,10022,60
Donuts,10023,14
Donuts,10024,12
Donuts,10025,32
Donuts,10026,23
Donuts,10027,24
Donuts,10028,39
Donuts,10029,23
Donuts,10030,4
Donuts,10031,14
Donuts,10032,25
Donuts,10033,54
Donuts,10034,26
Donuts,10035,27
Donuts,10036,72
Donuts,10037,11
Donuts,10038,21
Donuts,10039,8
Donuts,10040,21
Donuts,10065,38
Donuts,10075,18
Donuts,11101,68
Donuts,11102,14
Donuts,11103,42
Donuts,11104,21
Donuts,11105,33
Donuts,11106,32
Donuts,10112,11
Donuts,10121,21
Donuts,10128,41
Donuts,11691,13
Donuts,11692,30
Donuts,11693,5
Donuts,11694,67
Donuts,10168,8
Donuts,10169,6
Donuts,11201,30
Donuts,11203,29
Donuts,11204,31
Donuts,11205,5
Donuts,11206,30
Donuts,11207,55
Donuts,11208,57
Donuts,11209,50
Donuts,11210,20
Donuts,11211,41
Donuts,11212,40
Donuts,11213,14
Donuts,11214,52
Donuts,11215,30
Donuts,11216,11
Donuts,11217,20
Donuts,11218,15
Donuts,11219,10
Donuts,11220,39
Donuts,11221,12
Donuts,11223,55
Donuts,11224,26
Donuts,11225,20
Donuts,11226,69
Donuts,11228,7
Donuts,11229,55
Donuts,11230,28
Donuts,11231,19
Donuts,11232,20
Donuts,11233,3
Donuts,11234,39
Donuts,11235,46
Donuts,11236,21
Donuts,11237,54
Donuts,11239,27
Donuts,11249,3
Jewish/Kosher,11371,5
Jewish/Kosher,10128,40
Jewish/Kosher,10001,20
Jewish/Kosher,10003,53
Jewish/Kosher,10004,31
Jewish/Kosher,10006,16
Jewish/Kosher,11415,20
Jewish/Kosher,11418,8
Jewish/Kosher,10012,22
Jewish/Kosher,10023,47
Jewish/Kosher,10016,127
Jewish/Kosher,10017,42
Jewish/Kosher,10018,145
Jewish/Kosher,10019,97
Jewish/Kosher,10020,11
Jewish/Kosher,10021,6
Jewish/Kosher,10022,78
Jewish/Kosher,11249,35
Jewish/Kosher,10024,97
Jewish/Kosher,10025,44
Jewish/Kosher,11691,37
Jewish/Kosher,10028,99
Jewish/Kosher,10029,19
Jewish/Kosher,10033,48
Jewish/Kosher,10036,102
Jewish/Kosher,10038,22
Jewish/Kosher,10314,55
Jewish/Kosher,11204,264
Jewish/Kosher,11205,100
Jewish/Kosher,11206,45
Jewish/Kosher,11210,114
Jewish/Kosher,11211,249
Jewish/Kosher,11213,191
Jewish/Kosher,11215,11
Jewish/Kosher,10065,26
Jewish/Kosher,11218,320
Jewish/Kosher,11219,291
Jewish/Kosher,11223,496
Jewish/Kosher,11225,101
Jewish/Kosher,10075,21
Jewish/Kosher,11229,122
Jewish/Kosher,11230,618
Jewish/Kosher,10463,90
Jewish/Kosher,11360,13
Jewish/Kosher,11233,8
Jewish/Kosher,11234,42
Jewish/Kosher,11235,1
Jewish/Kosher,11236,31
Jewish/Kosher,11430,7
Jewish/Kosher,11366,139
Jewish/Kosher,10471,99
Jewish/Kosher,11367,250
Jewish/Kosher,11374,156
Jewish/Kosher,11375,241
Jewish/Kosher,11377,13
Jewish/Kosher,11217,3
Jewish/Kosher,11435,22
Jewish/Kosher,11364,5
Jewish/Kosher,10280,5
Hamburgers,10281,25
Hamburgers,10302,20
Hamburgers,10303,59
Hamburgers,10304,19
Hamburgers,10305,13
Hamburgers,10306,30
Hamburgers,10307,8
Hamburgers,10309,26
Hamburgers,10310,8
Hamburgers,10312,12
Hamburgers,10314,53
Hamburgers,11354,81
Hamburgers,11356,28
Hamburgers,11357,14
Hamburgers,11360,12
Hamburgers,11361,55
Hamburgers,11362,54
Hamburgers,11365,15
Hamburgers,11366,15
Hamburgers,11367,16
Hamburgers,11368,44
Hamburgers,11369,18
Hamburgers,11371,18
Hamburgers,11372,44
Hamburgers,11373,31
Hamburgers,11374,7
Hamburgers,11375,49
Hamburgers,11377,38
Hamburgers,11379,14
Hamburgers,11385,93
Hamburgers,11411,4
Hamburgers,11413,17
Hamburgers,11414,10
Hamburgers,11415,32
Hamburgers,11416,41
Hamburgers,11417,9
Hamburgers,11418,9
Hamburgers,11419,62
Hamburgers,11423,8
Hamburgers,11427,52
Hamburgers,11429,8
Hamburgers,11430,65
Hamburgers,11432,40
Hamburgers,11434,17
Hamburgers,11435,11
Hamburgers,10451,63
Hamburgers,10452,77
Hamburgers,10453,38
Hamburgers,10454,9
Hamburgers,10455,39
Hamburgers,10456,5
Hamburgers,10457,71
Hamburgers,10458,35
Hamburgers,10459,17
Hamburgers,10460,27
Hamburgers,10461,59
Hamburgers,10462,30
Hamburgers,10463,11
Hamburgers,10465,18
Hamburgers,10466,42
Hamburgers,10467,58
Hamburgers,10468,38
Hamburgers,10469,35
Hamburgers,10471,28
Hamburgers,10472,45
Hamburgers,10473,27
Hamburgers,10474,20
Hamburgers,10475,19
Hamburgers,11004,25
Hamburgers,10001,59
Hamburgers,10002,59
Hamburgers,10003,140
Hamburgers,10004,36
Hamburgers,10006,9
Hamburgers,10009,46
Hamburgers,10010,55
Hamburgers,10011,74
Hamburgers,10012,10
Hamburgers,10013,30
Hamburgers,10014,32
Hamburgers,10016,63
Hamburgers,10017,22
Hamburgers,10018,65
Hamburgers,10019,108
Hamburgers,10021,41
Hamburgers,10022,20
Hamburgers,10023,14
Hamburgers,10024,59
Hamburgers,10025,110
Hamburgers,10026,9
Hamburgers,10027,105
Hamburgers,10028,8
Hamburgers,10029,89
Hamburgers,10030,37
Hamburgers,10031,43
Hamburgers,10032,24
Hamburgers,10033,47
Hamburgers,10034,28
Hamburgers,10035,42
Hamburgers,10036,137
Hamburgers,10038,14
Hamburgers,10039,27
Hamburgers,10065,10
Hamburgers,11101,42
Hamburgers,11102,24
Hamburgers,11103,31
Hamburgers,11104,28
Hamburgers,11105,30
Hamburgers,11106,44
Hamburgers,10121,4
Hamburgers,10128,14
Hamburgers,11691,18
Hamburgers,10169,2
Hamburgers,11201,98
Hamburgers,11203,133
Hamburgers,11204,14
Hamburgers,11206,23
Hamburgers,11207,38
Hamburgers,11208,49
Hamburgers,11209,41
Hamburgers,11210,11
Hamburgers,11211,25
Hamburgers,11212,47
Hamburgers,11213,36
Hamburgers,11214,27
Hamburgers,11215,36
Hamburgers,11216,14
Hamburgers,11217,66
Hamburgers,11218,17
Hamburgers,11219,20
Hamburgers,11220,14
Hamburgers,11221,4
Hamburgers,11222,27
Hamburgers,11224,34
Hamburgers,11225,61
Hamburgers,11226,17
Hamburgers,11232,7
Hamburgers,11233,16
Hamburgers,11234,21
Hamburgers,11235,15
Hamburgers,11236,62
Hamburgers,11237,28
Hamburgers,11238,12
Thai,11103,48
Thai,10461,30
Thai,11692,20
Thai,11693,16
Thai,10128,75
Thai,10001,38
Thai,10002,74
Thai,10003,332
Thai,10004,30
Thai,11415,3
Thai,11206,26
Thai,10009,43
Thai,10010,38
