cuisine,zipcode,count
Thai,10011,143
Thai,10012,50
Thai,10013,58
Thai,10014,57
Thai,10023,2
Thai,10016,142
Thai,10017,121
Thai,10018,37
Thai,10019,297
Thai,10021,27
Thai,10022,99
Thai,11377,91
Thai,10024,87
Thai,10025,94
Thai,10026,9
Thai,10028,58
Thai,10029,98
Thai,11101,59
Thai,10032,28
Thai,10033,7
Thai,10034,33
Thai,10035,44
Thai,10036,223
Thai,10462,2
Thai,10038,86
Thai,10169,13
Thai,11231,37
Thai,10301,9
Thai,11201,197
Thai,11216,4
Thai,11205,86
Thai,10310,30
Thai,11105,40
Thai,11209,61
Thai,10314,19
Thai,11211,74
Thai,11215,108
Thai,11421,24
Thai,10065,98
Thai,11218,69
Thai,11220,38
Thai,11222,78
Thai,11354,7
Thai,10075,28
Thai,11229,31
Thai,11358,12
Thai,10463,19
Thai,11104,15
Thai,11361,39
Thai,11106,109
Thai,11366,28
Thai,11238,67
Thai,11217,133
Thai,11368,10
Thai,10475,22
Thai,11372,133
Thai,11373,207
Thai,11374,28
Thai,11375,134
Thai,11226,27
Thai,11249,84
Thai,11385,22
Thai,11237,2
Thai,11355,1
Thai,11432,13
Korean,10128,15
Korean,10001,892
Korean,10002,7
Korean,10003,121
Korean,10007,8
Korean,10010,28
Korean,10011,21
Korean,10012,11
Korean,10013,90
Korean,10014,44
Korean,10016,223
Korean,10018,25
Korean,10019,50
Korean,11232,2
Korean,10022,24
Korean,10025,43
Korean,10028,10
Korean,10032,10
Korean,10036,51
Korean,10169,3
Korean,11201,53
Korean,11205,32
Korean,11105,2
Korean,11209,16
Korean,11211,57
Korean,11106,14
Korean,11215,12
Korean,11217,23
Korean,11220,6
Korean,11222,27
Korean,10458,7
Korean,11354,1133
Korean,11355,360
Korean,11356,20
Korean,11101,26
Korean,11358,800
Korean,11430,5
Korean,11104,42
Korean,11361,187
Korean,11362,124
Korean,11235,15
Korean,11364,76
Korean,11238,35
Korean,11366,5
Korean,10065,19
Korean,11372,30
Korean,11373,37
Korean,11377,13
Korean,11385,2
French,11430,30
French,11366,13
French,11377,4
French,10128,96
French,10001,112
French,10002,191
French,10003,182
French,10004,11
French,10005,19
French,10007,39
French,10009,128
French,10010,102
French,10011,296
French,10012,348
French,10013,196
French,10014,258
French,10016,143
French,10017,60
French,10018,48
French,10019,278
French,10020,8
French,10021,160
French,10022,239
French,10023,86
French,10024,51
French,10025,68
French,10026,52
French,10027,79
French,10028,66
French,10029,9
French,10030,15
French,11229,11
French,10033,7
French,10282,4
French,10036,145
French,10037,5
French,10038,20
French,11105,9
French,11201,129
French,11205,8
French,11206,21
French,11361,45
French,11211,125
French,11362,15
French,11215,51
French,11216,12
French,10065,170
French,11218,22
French,11221,12
French,11222,108
French,11694,15
French,10075,17
French,11101,71
French,11231,68
French,10464,20
French,11233,33
French,11106,22
French,11235,35
French,11237,48
French,11238,42
French,11217,24
French,11370,12
French,11375,18
French,11249,27
French,10281,9
French,10154,9
French,10111,14
Sandwiches,10281,8
Sandwiches,10301,11
Sandwiches,10302,7
Sandwiches,10303,11
Sandwiches,10304,39
Sandwiches,10305,33
Sandwiches,10306,5
Sandwiches,10307,6
Sandwiches,10308,6
Sandwiches,10310,17
Sandwiches,10312,10
Sandwiches,10314,57
Sandwiches,11354,33
Sandwiches,11355,42
Sandwiches,11356,20
Sandwiches,11357,23
Sandwiches,11358,18
Sandwiches,11361,16
Sandwiches,11366,8
Sandwiches,11367,49
Sandwiches,11368,31
Sandwiches,11369,25
Sandwiches,11370,12
Sandwiches,11371,9
Sandwiches,11372,19
Sandwiches,11373,38
Sandwiches,11374,5
Sandwiches,11375,42
Sandwiches,11377,9
Sandwiches,11378,9
Sandwiches,11379,33
Sandwiches,11385,60
Sandwiches,11416,14
Sandwiches,11417,14
Sandwiches,11418,16
Sandwiches,11420,13
Sandwiches,11421,20
Sandwiches,11426,15
Sandwiches,11427,11
Sandwiches,11428,43
Sandwiches,11430,70
Sandwiches,11432,21
Sandwiches,11433,18
Sandwiches,11434,25
Sandwiches,11435,67
Sandwiches,10451,38
Sandwiches,10452,17
Sandwiches,10455,36
Sandwiches,10457,9
Sandwiches,10458,55
Sandwiches,10459,56
Sandwiches,10460,28
Sandwiches,10461,17
Sandwiches,10462,22
Sandwiches,10463,3
Sandwiches,10464,15
Sandwiches,10465,4
Sandwiches,10466,5
Sandwiches,10467,49
Sandwiches,10468,13
Sandwiches,10469,5
Sandwiches,10471,10
Sandwiches,10473,5
Sandwiches,10475,27
Sandwiches,11004,3
Sandwiches,10001,142
Sandwiches,10002,125
Sandwiches,10003,106
Sandwiches,10004,54
Sandwiches,10006,53
Sandwiches,10007,50
Sandwiches,10009,74
Sandwiches,10010,70
Sandwiches,10011,95
Sandwiches,10012,6
Sandwiches,10013,64
Sandwiches,10014,51
Sandwiches,10016,38
Sandwiches,10017,90
Sandwiches,10018,89
Sandwiches,10019,109
Sandwiches,10020,8
Sandwiches,10021,13
Sandwiches,10022,116
Sandwiches,10023,54
Sandwiches,10024,16
Sandwiches,10025,39
Sandwiches,10026,7
Sandwiches,10027,26
Sandwiches,10028,71
Sandwiches,10029,63
Sandwiches,10030,4
Sandwiches,10031,32
Sandwiches,10033,16
Sandwiches,10034,4
Sandwiches,10035,72
Sandwiches,10036,73
Sandwiches,10037,14
Sandwiches,10038,84
Sandwiches,10039,7
Sandwiches,10040,5
Sandwiches,10044,19
Sandwiches,10065,32
Sandwiches,10075,20
Sandwiches,11101,62
Sandwiches,11102,32
Sandwiches,11103,12
Sandwiches,11104,36
Sandwiches,11105,8
Sandwiches,11106,19
Sandwiches,10103,8
Sandwiches,10112,5
Sandwiches,10119,33
Sandwiches,10121,14
Sandwiches,10128,19
Sandwiches,11691,3
Sandwiches,10168,6
Sandwiches,10169,5
Sandwiches,11201,113
Sandwiches,11203,25
Sandwiches,11204,13
Sandwiches,11205,22
Sandwiches,11206,20
Sandwiches,11207,38
Sandwiches,11208,32
Sandwiches,11209,49
Sandwiches,11210,4
Sandwiches,11211,51
Sandwiches,11212,30
Sandwiches,11213,11
Sandwiches,11214,29
Sandwiches,11216,7
Sandwiches,11217,23
Sandwiches,11218,51
Sandwiches,11220,12
Sandwiches,11222,8
Sandwiches,11223,28
Sandwiches,11224,2
Sandwiches,11226,36
Sandwiches,11229,18
Sandwiches,11230,15
Sandwiches,11232,5
Sandwiches,11234,22
Sandwiches,11235,26
Sandwiches,11236,15
Sandwiches,11237,18
Sandwiches,11238,12
Mediterranean,10112,2
Mediterranean,10461,14
Mediterranean,11201,30
Mediterranean,11415,2
Mediterranean,11693,16
Mediterranean,10128,31
Mediterranean,10001,54
Mediterranean,10002,87
Mediterranean,10003,173
Mediterranean,10004,10
Mediterranean,10005,8
Mediterranean,10007,14
Mediterranean,11206,16
Mediterranean,10009,81
Mediterranean,10010,71
Mediterranean,10011,49
Mediterranean,10012,170
Mediterranean,10013,37
Mediterranean,10014,111
Mediterranean,10016,109
Mediterranean,10017,92
Mediterranean,10018,21
Mediterranean,10019,115
Mediterranean,10021,35
Mediterranean,10022,93
Mediterranean,10023,39
Mediterranean,10024,85
Mediterranean,10025,60
Mediterranean,10026,33
Mediterranean,10027,19
Mediterranean,10028,49
Mediterranean,10029,33
Mediterranean,11694,13
Mediterranean,11101,29
Mediterranean,10033,4
Mediterranean,11422,8
Mediterranean,10036,101
Mediterranean,11102,18
Mediterranean,10038,16
Mediterranean,11249,13
Mediterranean,11231,13
Mediterranean,10301,12
Mediterranean,10302,18
Mediterranean,10304,11
Mediterranean,10305,52
Mediterranean,11204,58
Mediterranean,11205,23
Mediterranean,10310,17
Mediterranean,11209,145
Mediterranean,10314,2
Mediterranean,11211,30
Mediterranean,11106,48
Mediterranean,11214,29
Mediterranean,11215,53
Mediterranean,10065,67
Mediterranean,11220,29
Mediterranean,11221,10
Mediterranean,11222,47
Mediterranean,11223,46
Mediterranean,11225,15
Mediterranean,10458,43
Mediterranean,10075,43
Mediterranean,11229,18
Mediterranean,10462,14
Mediterranean,11103,180
Mediterranean,11360,4
Mediterranean,11105,4
Mediterranean,11217,89
Mediterranean,11235,139
Mediterranean,11366,18
Mediterranean,11238,32
Mediterranean,11367,21
Mediterranean,11230,5
Mediterranean,10475,3
Mediterranean,11358,26
Mediterranean,11374,9
Mediterranean,11375,90
Mediterranean,10280,17
Mediterranean,11385,24
Mediterranean,11004,11
Mediterranean,11434,1
Mediterranean,10111,13
"Juice, Smoothies, Fruit Salads",10301,8
"Juice, Smoothies, Fruit Salads",10306,1
"Juice, Smoothies, Fruit Salads",10309,6
"Juice, Smoothies, Fruit Salads",10310,2
"Juice, Smoothies, Fruit Salads",11354,70
"Juice, Smoothies, Fruit Salads",11355,42
"Juice, Smoothies, Fruit Salads",11357,10
"Juice, Smoothies, Fruit Salads",11358,8
"Juice, Smoothies, Fruit Salads",11361,8
"Juice, Smoothies, Fruit Salads",11368,64
"Juice, Smoothies, Fruit Salads",11372,30
"Juice, Smoothies, Fruit Salads",11373,57
"Juice, Smoothies, Fruit Salads",11374,16
"Juice, Smoothies, Fruit Salads",11377,11
"Juice, Smoothies, Fruit Salads",11385,68
"Juice, Smoothies, Fruit Salads",11411,9
"Juice, Smoothies, Fruit Salads",11412,8
"Juice, Smoothies, Fruit Salads",11414,15
"Juice, Smoothies, Fruit Salads",11415,12
"Juice, Smoothies, Fruit Salads",11418,12
"Juice, Smoothies, Fruit Salads",11421,5
"Juice, Smoothies, Fruit Salads",11429,11
"Juice, Smoothies, Fruit Salads",11430,22
"Juice, Smoothies, Fruit Salads",11432,15
"Juice, Smoothies, Fruit Salads",11433,8
"Juice, Smoothies, Fruit Salads",10451,6
"Juice, Smoothies, Fruit Salads",10452,64
"Juice, Smoothies, Fruit Salads",10453,16
"Juice, Smoothies, Fruit Salads",10455,57
"Juice, Smoothies, Fruit Salads",10456,28
"Juice, Smoothies, Fruit Salads",10457,1
"Juice, Smoothies, Fruit Salads",10459,7
"Juice, Smoothies, Fruit Salads",10460,4
"Juice, Smoothies, Fruit Salads",10461,64
"Juice, Smoothies, Fruit Salads",10462,53
"Juice, Smoothies, Fruit Salads",10463,8
"Juice, Smoothies, Fruit Salads",10465,11
"Juice, Smoothies, Fruit Salads",10466,31
"Juice, Smoothies, Fruit Salads",10467,35
"Juice, Smoothies, Fruit Salads",10468,2
"Juice, Smoothies, Fruit Salads",10472,37
"Juice, Smoothies, Fruit Salads",10475,2
"Juice, Smoothies, Fruit Salads",10001,69
"Juice, Smoothies, Fruit Salads",10002,32
"Juice, Smoothies, Fruit Salads",10003,158
"Juice, Smoothies, Fruit Salads",10004,23
"Juice, Smoothies, Fruit Salads",10005,11
"Juice, Smoothies, Fruit Salads",10007,18
"Juice, Smoothies, Fruit Salads",10009,43
"Juice, Smoothies, Fruit Salads",10010,32
"Juice, Smoothies, Fruit Salads",10011,67
"Juice, Smoothies, Fruit Salads",10012,104
"Juice, Smoothies, Fruit Salads",10013,58
"Juice, Smoothies, Fruit Salads",10014,19
"Juice, Smoothies, Fruit Salads",10016,37
"Juice, Smoothies, Fruit Salads",10017,82
"Juice, Smoothies, Fruit Salads",10018,78
"Juice, Smoothies, Fruit Salads",10019,71
"Juice, Smoothies, Fruit Salads",10021,25
"Juice, Smoothies, Fruit Salads",10022,89
"Juice, Smoothies, Fruit Salads",10023,26
"Juice, Smoothies, Fruit Salads",10024,16
"Juice, Smoothies, Fruit Salads",10025,17
"Juice, Smoothies, Fruit Salads",10026,1
"Juice, Smoothies, Fruit Salads",10027,17
"Juice, Smoothies, Fruit Salads",10028,6
"Juice, Smoothies, Fruit Salads",10029,52
"Juice, Smoothies, Fruit Salads",10030,24
"Juice, Smoothies, Fruit Salads",10031,41
"Juice, Smoothies, Fruit Salads",10033,53
"Juice, Smoothies, Fruit Salads",10034,41
"Juice, Smoothies, Fruit Salads",10035,6
"Juice, Smoothies, Fruit Salads",10036,50
"Juice, Smoothies, Fruit Salads",10038,51
"Juice, Smoothies, Fruit Salads",10039,20
"Juice, Smoothies, Fruit Salads",10040,14
"Juice, Smoothies, Fruit Salads",10065,29
"Juice, Smoothies, Fruit Salads",10075,6
"Juice, Smoothies, Fruit Salads",11101,15
"Juice, Smoothies, Fruit Salads",11102,22
"Juice, Smoothies, Fruit Salads",11103,48
"Juice, Smoothies, Fruit Salads",11104,14
"Juice, Smoothies, Fruit Salads",11106,6
"Juice, Smoothies, Fruit Salads",10110,7
"Juice, Smoothies, Fruit Salads",10112,1
"Juice, Smoothies, Fruit Salads",10119,5
"Juice, Smoothies, Fruit Salads",10128,16
"Juice, Smoothies, Fruit Salads",11692,6
"Juice, Smoothies, Fruit Salads",10166,1
"Juice, Smoothies, Fruit Salads",10169,3
"Juice, Smoothies, Fruit Salads",10170,12
"Juice, Smoothies, Fruit Salads",10172,5
"Juice, Smoothies, Fruit Salads",11201,79
"Juice, Smoothies, Fruit Salads",11203,27
"Juice, Smoothies, Fruit Salads",11204,10
"Juice, Smoothies, Fruit Salads",11205,1
"Juice, Smoothies, Fruit Salads",11206,24
"Juice, Smoothies, Fruit Salads",11207,8
"Juice, Smoothies, Fruit Salads",11209,19
"Juice, Smoothies, Fruit Salads",11210,47
"Juice, Smoothies, Fruit Salads",11211,38
"Juice, Smoothies, Fruit Salads",11212,10
"Juice, Smoothies, Fruit Salads",11213,5
"Juice, Smoothies, Fruit Salads",11214,12
"Juice, Smoothies, Fruit Salads",11215,52
"Juice, Smoothies, Fruit Salads",11216,50
"Juice, Smoothies, Fruit Salads",11217,6
"Juice, Smoothies, Fruit Salads",11219,11
"Juice, Smoothies, Fruit Salads",11220,98
"Juice, Smoothies, Fruit Salads",11222,17
"Juice, Smoothies, Fruit Salads",11223,26
"Juice, Smoothies, Fruit Salads",11224,3
"Juice, Smoothies, Fruit Salads",11225,18
"Juice, Smoothies, Fruit Salads",11226,42
"Juice, Smoothies, Fruit Salads",11229,5
"Juice, Smoothies, Fruit Salads",11230,5
"Juice, Smoothies, Fruit Salads",11233,13
"Juice, Smoothies, Fruit Salads",11234,1
"Juice, Smoothies, Fruit Salads",11235,22
"Juice, Smoothies, Fruit Salads",11237,50
"Juice, Smoothies, Fruit Salads",11238,20
"Juice, Smoothies, Fruit Salads",11249,33
Irish,10128,18
Irish,10001,264
Irish,10002,14
Irish,10003,114
Irish,10004,34
Irish,10005,61
Irish,10006,12
Irish,10007,26
Irish,11416,10
Irish,10009,86
Irish,10010,42
Irish,10011,38
Irish,10012,47
Irish,10014,48
Irish,10309,2
Irish,10016,155
Irish,10017,165
Irish,10018,153
Irish,10019,174
Irish,10021,39
Irish,10022,131
Irish,10023,33
Irish,10024,42
Irish,10465,9
Irish,10028,76
Irish,11693,10
Irish,11229,8
Irish,10033,17
Irish,10034,24
Irish,10036,158
Irish,11358,6
Irish,10038,87
Irish,10302,26
Irish,10464,11
Irish,11205,11
Irish,11101,27
Irish,11105,37
Irish,11209,7
Irish,11211,25
Irish,11215,25
Irish,11220,30
Irish,11222,15
Irish,10468,16
Irish,11355,6
Irish,10461,42
Irish,11102,13
Irish,11103,36
Irish,11104,60
Irish,11361,26
Irish,11106,41
Irish,11364,13
Irish,10470,85
Irish,11372,18
Irish,11373,25
Irish,11374,14
Irish,11375,106
Irish,11377,159
Irish,11378,29
Irish,11379,10
Irish,11385,29
"Ice Cream, Gelato, Yogurt, Ices",10301,13
"Ice Cream, Gelato, Yogurt, Ices",10303,16
"Ice Cream, Gelato, Yogurt, Ices",10304,2
"Ice Cream, Gelato, Yogurt, Ices",10305,24
"Ice Cream, Gelato, Yogurt, Ices",10306,40
"Ice Cream, Gelato, Yogurt, Ices",10308,35
"Ice Cream, Gelato, Yogurt, Ices",10309,29
"Ice Cream, Gelato, Yogurt, Ices",10310,18
"Ice Cream, Gelato, Yogurt, Ices",10312,23
"Ice Cream, Gelato, Yogurt, Ices",10314,72
"Ice Cream, Gelato, Yogurt, Ices",11354,61
"Ice Cream, Gelato, Yogurt, Ices",11357,14
"Ice Cream, Gelato, Yogurt, Ices",11358,18
"Ice Cream, Gelato, Yogurt, Ices",11360,5
"Ice Cream, Gelato, Yogurt, Ices",11361,22
"Ice Cream, Gelato, Yogurt, Ices",11362,5
"Ice Cream, Gelato, Yogurt, Ices",11364,2
"Ice Cream, Gelato, Yogurt, Ices",11365,42
"Ice Cream, Gelato, Yogurt, Ices",11366,35
"Ice Cream, Gelato, Yogurt, Ices",11367,10
"Ice Cream, Gelato, Yogurt, Ices",11368,19
"Ice Cream, Gelato, Yogurt, Ices",11370,11
"Ice Cream, Gelato, Yogurt, Ices",11371,3
"Ice Cream, Gelato, Yogurt, Ices",11372,48
"Ice Cream, Gelato, Yogurt, Ices",11373,25
"Ice Cream, Gelato, Yogurt, Ices",11374,4
"Ice Cream, Gelato, Yogurt, Ices",11375,58
"Ice Cream, Gelato, Yogurt, Ices",11377,18
"Ice Cream, Gelato, Yogurt, Ices",11378,10
"Ice Cream, Gelato, Yogurt, Ices",11379,18
"Ice Cream, Gelato, Yogurt, Ices",11385,104
"Ice Cream, Gelato, Yogurt, Ices",11414,31
"Ice Cream, Gelato, Yogurt, Ices",11416,31
"Ice Cream, Gelato, Yogurt, Ices",11417,12
"Ice Cream, Gelato, Yogurt, Ices",11419,1
"Ice Cream, Gelato, Yogurt, Ices",11420,7
"Ice Cream, Gelato, Yogurt, Ices",10451,25
"Ice Cream, Gelato, Yogurt, Ices",10453,5
"Ice Cream, Gelato, Yogurt, Ices",10458,23
"Ice Cream, Gelato, Yogurt, Ices",10460,19
"Ice Cream, Gelato, Yogurt, Ices",10461,21
"Ice Cream, Gelato, Yogurt, Ices",10462,30
"Ice Cream, Gelato, Yogurt, Ices",10463,17
"Ice Cream, Gelato, Yogurt, Ices",10464,7
"Ice Cream, Gelato, Yogurt, Ices",10465,27
"Ice Cream, Gelato, Yogurt, Ices",10466,6
"Ice Cream, Gelato, Yogurt, Ices",10475,13
"Ice Cream, Gelato, Yogurt, Ices",11004,32
"Ice Cream, Gelato, Yogurt, Ices",10001,16
"Ice Cream, Gelato, Yogurt, Ices",10002,66
"Ice Cream, Gelato, Yogurt, Ices",10003,152
"Ice Cream, Gelato, Yogurt, Ices",10004,38
"Ice Cream, Gelato, Yogurt, Ices",10007,6
"Ice Cream, Gelato, Yogurt, Ices",10009,11
"Ice Cream, Gelato, Yogurt, Ices",10010,5
"Ice Cream, Gelato, Yogurt, Ices",10011,72
"Ice Cream, Gelato, Yogurt, Ices",10012,46
"Ice Cream, Gelato, Yogurt, Ices",10013,41
"Ice Cream, Gelato, Yogurt, Ices",10014,63
"Ice Cream, Gelato, Yogurt, Ices",10016,11
"Ice Cream, Gelato, Yogurt, Ices",10017,15
"Ice Cream, Gelato, Yogurt, Ices",10019,37
"Ice Cream, Gelato, Yogurt, Ices",10020,13
"Ice Cream, Gelato, Yogurt, Ices",10021,44
"Ice Cream, Gelato, Yogurt, Ices",10022,6
"Ice Cream, Gelato, Yogurt, Ices",10023,17
"Ice Cream, Gelato, Yogurt, Ices",10024,21
"Ice Cream, Gelato, Yogurt, Ices",10025,77
"Ice Cream, Gelato, Yogurt, Ices",10026,2
"Ice Cream, Gelato, Yogurt, Ices",10027,23
"Ice Cream, Gelato, Yogurt, Ices",10028,24
"Ice Cream, Gelato, Yogurt, Ices",10033,5
"Ice Cream, Gelato, Yogurt, Ices",10035,2
"Ice Cream, Gelato, Yogurt, Ices",10036,51
"Ice Cream, Gelato, Yogurt, Ices",10038,4
"Ice Cream, Gelato, Yogurt, Ices",10065,45
"Ice Cream, Gelato, Yogurt, Ices",10075,6
"Ice Cream, Gelato, Yogurt, Ices",11101,15
"Ice Cream, Gelato, Yogurt, Ices",11102,11
"Ice Cream, Gelato, Yogurt, Ices",11103,18
"Ice Cream, Gelato, Yogurt, Ices",11104,11
"Ice Cream, Gelato, Yogurt, Ices",11105,26
"Ice Cream, Gelato, Yogurt, Ices",10121,9
"Ice Cream, Gelato, Yogurt, Ices",11693,19
"Ice Cream, Gelato, Yogurt, Ices",11694,13
"Ice Cream, Gelato, Yogurt, Ices",11201,66
"Ice Cream, Gelato, Yogurt, Ices",11204,15
"Ice Cream, Gelato, Yogurt, Ices",11206,2
"Ice Cream, Gelato, Yogurt, Ices",11207,6
"Ice Cream, Gelato, Yogurt, Ices",11209,57
"Ice Cream, Gelato, Yogurt, Ices",11211,15
"Ice Cream, Gelato, Yogurt, Ices",11213,21
"Ice Cream, Gelato, Yogurt, Ices",11214,34
"Ice Cream, Gelato, Yogurt, Ices",11215,87
"Ice Cream, Gelato, Yogurt, Ices",11216,9
"Ice Cream, Gelato, Yogurt, Ices",11217,44
"Ice Cream, Gelato, Yogurt, Ices",11218,16
"Ice Cream, Gelato, Yogurt, Ices",11220,80
"Ice Cream, Gelato, Yogurt, Ices",11222,11
"Ice Cream, Gelato, Yogurt, Ices",11224,33
"Ice Cream, Gelato, Yogurt, Ices",11225,4
"Ice Cream, Gelato, Yogurt, Ices",11226,9
"Ice Cream, Gelato, Yogurt, Ices",11228,16
"Ice Cream, Gelato, Yogurt, Ices",11229,18
"Ice Cream, Gelato, Yogurt, Ices",11230,16
"Ice Cream, Gelato, Yogurt, Ices",11231,11
"Ice Cream, Gelato, Yogurt, Ices",11232,4
"Ice Cream, Gelato, Yogurt, Ices",11234,81
"Ice Cream, Gelato, Yogurt, Ices",11235,52
"Ice Cream, Gelato, Yogurt, Ices",11237,6
"Ice Cream, Gelato, Yogurt, Ices",11238,28
"Ice Cream, Gelato, Yogurt, Ices",11249,16
Bagels/Pretzels,10281,6
Bagels/Pretzels,10301,9
Bagels/Pretzels,10305,29
Bagels/Pretzels,10306,41
Bagels/Pretzels,10309,15
Bagels/Pretzels,10312,29
Bagels/Pretzels,10314,32
Bagels/Pretzels,11354,17
Bagels/Pretzels,11357,9
Bagels/Pretzels,11358,18
Bagels/Pretzels,11362,28
Bagels/Pretzels,11364,35
Bagels/Pretzels,11369,32
Bagels/Pretzels,11371,22
Bagels/Pretzels,11372,18
Bagels/Pretzels,11373,5
Bagels/Pretzels,11374,29
Bagels/Pretzels,11375,76
Bagels/Pretzels,11377,17
Bagels/Pretzels,11379,26
Bagels/Pretzels,11385,35
Bagels/Pretzels,11414,30
Bagels/Pretzels,11415,32
Bagels/Pretzels,11421,31
Bagels/Pretzels,11423,16
Bagels/Pretzels,11430,7
Bagels/Pretzels,11432,4
Bagels/Pretzels,10451,13
Bagels/Pretzels,10454,3
Bagels/Pretzels,10463,18
Bagels/Pretzels,10475,15
Bagels/Pretzels,11004,5
Bagels/Pretzels,10001,69
Bagels/Pretzels,10002,11
Bagels/Pretzels,10003,38
Bagels/Pretzels,10004,90
Bagels/Pretzels,10007,7
Bagels/Pretzels,10009,26
Bagels/Pretzels,10010,86
Bagels/Pretzels,10011,42
Bagels/Pretzels,10014,8
Bagels/Pretzels,10016,81
Bagels/Pretzels,10017,12
Bagels/Pretzels,10019,11
Bagels/Pretzels,10021,20
Bagels/Pretzels,10022,27
Bagels/Pretzels,10023,18
Bagels/Pretzels,10024,18
Bagels/Pretzels,10025,82
Bagels/Pretzels,10026,2
Bagels/Pretzels,10028,83
Bagels/Pretzels,10030,16
Bagels/Pretzels,10032,13
Bagels/Pretzels,10035,28
Bagels/Pretzels,10038,54
Bagels/Pretzels,10065,83
Bagels/Pretzels,10075,71
Bagels/Pretzels,11101,23
Bagels/Pretzels,11102,52
Bagels/Pretzels,11103,27
Bagels/Pretzels,11104,10
Bagels/Pretzels,11105,31
Bagels/Pretzels,11106,32
Bagels/Pretzels,10128,59
Bagels/Pretzels,11693,31
Bagels/Pretzels,11694,37
Bagels/Pretzels,11201,68
Bagels/Pretzels,11205,29
Bagels/Pretzels,11206,53
Bagels/Pretzels,11209,105
Bagels/Pretzels,11211,36
Bagels/Pretzels,11214,25
Bagels/Pretzels,11215,70
Bagels/Pretzels,11216,2
Bagels/Pretzels,11217,22
Bagels/Pretzels,11219,7
Bagels/Pretzels,11220,22
Bagels/Pretzels,11222,23
Bagels/Pretzels,11223,29
Bagels/Pretzels,11225,12
Bagels/Pretzels,11226,21
Bagels/Pretzels,11229,81
Bagels/Pretzels,11231,38
Bagels/Pretzels,11234,98
Bagels/Pretzels,11235,29
Bagels/Pretzels,11236,4
Bagels/Pretzels,11238,29
Sandwiches/Salads/Mixed Buffet,10281,10
Sandwiches/Salads/Mixed Buffet,10301,16
Sandwiches/Salads/Mixed Buffet,10302,23
Sandwiches/Salads/Mixed Buffet,10309,5
Sandwiches/Salads/Mixed Buffet,10312,6
Sandwiches/Salads/Mixed Buffet,10314,31
Sandwiches/Salads/Mixed Buffet,11354,22
Sandwiches/Salads/Mixed Buffet,11361,19
Sandwiches/Salads/Mixed Buffet,11365,15
Sandwiches/Salads/Mixed Buffet,11369,54
Sandwiches/Salads/Mixed Buffet,11371,6
Sandwiches/Salads/Mixed Buffet,11373,33
Sandwiches/Salads/Mixed Buffet,11377,27
Sandwiches/Salads/Mixed Buffet,11385,5
Sandwiches/Salads/Mixed Buffet,11413,6
Sandwiches/Salads/Mixed Buffet,11415,25
Sandwiches/Salads/Mixed Buffet,11418,21
Sandwiches/Salads/Mixed Buffet,11420,5
Sandwiches/Salads/Mixed Buffet,11421,8
Sandwiches/Salads/Mixed Buffet,11423,28
Sandwiches/Salads/Mixed Buffet,11430,82
Sandwiches/Salads/Mixed Buffet,11433,2
Sandwiches/Salads/Mixed Buffet,11434,22
Sandwiches/Salads/Mixed Buffet,11435,8
Sandwiches/Salads/Mixed Buffet,11040,14
Sandwiches/Salads/Mixed Buffet,10451,21
Sandwiches/Salads/Mixed Buffet,10452,2
Sandwiches/Salads/Mixed Buffet,10453,8
Sandwiches/Salads/Mixed Buffet,10458,59
Sandwiches/Salads/Mixed Buffet,10460,14
Sandwiches/Salads/Mixed Buffet,10461,14
Sandwiches/Salads/Mixed Buffet,10462,19
Sandwiches/Salads/Mixed Buffet,10463,17
Sandwiches/Salads/Mixed Buffet,10466,21
Sandwiches/Salads/Mixed Buffet,10468,3
Sandwiches/Salads/Mixed Buffet,10470,2
Sandwiches/Salads/Mixed Buffet,10473,3
Sandwiches/Salads/Mixed Buffet,10475,15
Sandwiches/Salads/Mixed Buffet,10001,107
Sandwiches/Salads/Mixed Buffet,10002,38
Sandwiches/Salads/Mixed Buffet,10003,47
Sandwiches/Salads/Mixed Buffet,10004,127
Sandwiches/Salads/Mixed Buffet,10005,58
Sandwiches/Salads/Mixed Buffet,10006,18
Sandwiches/Salads/Mixed Buffet,10007,64
Sandwiches/Salads/Mixed Buffet,10009,9
Sandwiches/Salads/Mixed Buffet,10010,77
Sandwiches/Salads/Mixed Buffet,10011,56
Sandwiches/Salads/Mixed Buffet,10012,18
Sandwiches/Salads/Mixed Buffet,10013,22
Sandwiches/Salads/Mixed Buffet,10016,23
Sandwiches/Salads/Mixed Buffet,10017,45
Sandwiches/Salads/Mixed Buffet,10018,102
Sandwiches/Salads/Mixed Buffet,10019,112
Sandwiches/Salads/Mixed Buffet,10020,29
Sandwiches/Salads/Mixed Buffet,10021,16
Sandwiches/Salads/Mixed Buffet,10022,67
Sandwiches/Salads/Mixed Buffet,10023,39
Sandwiches/Salads/Mixed Buffet,10024,14
Sandwiches/Salads/Mixed Buffet,10025,25
Sandwiches/Salads/Mixed Buffet,10026,10
Sandwiches/Salads/Mixed Buffet,10027,42
Sandwiches/Salads/Mixed Buffet,10029,31
Sandwiches/Salads/Mixed Buffet,10031,20
Sandwiches/Salads/Mixed Buffet,10032,38
Sandwiches/Salads/Mixed Buffet,10033,13
Sandwiches/Salads/Mixed Buffet,10035,6
Sandwiches/Salads/Mixed Buffet,10036,151
Sandwiches/Salads/Mixed Buffet,10037,2
