camis,dba,boro,zipcode,cuisine,grade
50012132,BOQUERIA,MANHATTAN,10075,Tapas,
50062457,CHILSUNG GARDEN,QUEENS,11364,Korean,
50068413,DABIN,QUEENS,11358,Korean,
50041073,THE TOPAZ,BROOKLYN,11206,American,
50068418,KEBAB TIME,BROOKLYN,11214,Turkish,
50068419,TEXAS CROWN FRIED CHICHEN,BROOKLYN,11233,American,A
50004708,LA GOULETTE,BROOKLYN,11249,Mediterranean,A
50004709,GUACUCO HOT DOGS,BROOKLYN,11237,American,
40816768,TIBERIO DIMARE,QUEENS,11694,Italian,A
50004704,OTAFUKU,MANHATTAN,10003,Japanese,A
50004706,ATLANTIC SOCIAL,BROOKLYN,11217,American,B
50008850,BASERA RESTAURANT,QUEENS,11372,Pakistani,P
50008857,CROWN FRIED CHICKEN,BROOKLYN,11226,Chicken,B
50008858,MI CASITA BORIQUENA,BROOKLYN,11206,Spanish,
41102075,MYMOON,BROOKLYN,11211,Spanish,
41655148,GOOD TASTE RESTAURANT,BROOKLYN,11230,Chinese,
50044855,MIGHTY QUINN'S BBQ,MANHATTAN,10075,Barbecue,A
41620030,BURGER CLUB,QUEENS,11102,American,A
41308481,LULA BEAN,BROOKLYN,11211,Cafe/Coffee/Tea,
40576044,CIPRIANI DOWNTOWN RESTAURANT,MANHATTAN,10012,Italian,A
41189848,SAMS FAMOUS PIZZA,MANHATTAN,10029,Pizza,A
50072470,K & J FRIED CHICKEN AND BURGER,BROOKLYN,11212,Chicken,Not Yet Graded
41345406,"DUNKIN' DONUTS, BASKIN ROBBINS",QUEENS,11435,Donuts,A
40395505,PORTO PRINCE STAR RESTAURANT,QUEENS,11411,Caribbean,
41200846,LUCALI,BROOKLYN,11231,Pizza,
41014875,CARNATION BAKERY,QUEENS,11355,Bakery,
50033921,SORRENTOS PIZZA,BRONX,10463,Pizza,A
41532729,LA BAGEL DELIGHT,BROOKLYN,11201,Bagels/Pretzels,A
40391086,A & S PIZZERIA,STATEN ISLAND,10301,Pizza/Italian,B
41016585,HQ CLUB,MANHATTAN,10018,American,
41695440,BEST BAKERY,BROOKLYN,11220,Chinese,
50045318,DELICIOUS PIZZA CAFE,BRONX,10463,Pizza/Italian,
50057998,OLYMPIA DELI & JUICE,MANHATTAN,10010,American,A
50057995,AMAZON NYC,MANHATTAN,10001,Other,A
50057994,MIRROR TEA HOUSE,BROOKLYN,11215,Cafe/Coffee/Tea,A
50057997,NEW HING LONG,BROOKLYN,11208,Chinese,A
50057990,PRODUCT OF IMAGE,BROOKLYN,11203,"Juice, Smoothies, Fruit Salads",A
50057992,LAS 5 AMERICAS RESTAURANT,BROOKLYN,11207,American,A
41701881,SKOVORODKA RESTAURANT,BROOKLYN,11235,Russian,
50055844,SaSa Song,QUEENS,11361,Japanese,
50055840,BIG GAY ICE CREAM SHOP,MANHATTAN,10009,"Ice Cream, Gelato, Yogurt, Ices",A
50007942,TRU,QUEENS,11105,Greek,
40391339,3 GUYS,MANHATTAN,10029,American,A
41260791,MANTA LLAVE DEL MAR BAR RESTAURANT,QUEENS,11368,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A
50045109,DUNKIN DONUTS/JEAN GEORGES SIMPLY CHICKEN,MANHATTAN,10121,American,A
41477055,PAPASITO MEXICAN GRILL,MANHATTAN,10034,Mexican,
41617662,CJ'S JAMAICAN RESTAURANT & BAKERY,BROOKLYN,11203,Caribbean,
50009816,city of saints coffee roasters,MANHATTAN,10003,Cafe/Coffee/Tea,
50009813,KAM FUNG RESTAURANT,BROOKLYN,11234,Chinese,B
50009810,KUNG FU TEA,QUEENS,11375,Cafe/Coffee/Tea,A
41534897,VILLAGE 38,MANHATTAN,10018,American,
50071118,RUUMY'S TAVERN,MANHATTAN,10019,American,Not Yet Graded
41690085,PERGOLA,MANHATTAN,10018,Delicatessen,B
41658460,CHEVYS FRESH MEX,MANHATTAN,10036,Mexican,
50067970,MJ'S PIZZERIA,QUEENS,11427,Pizza,P
41658464,SCHMACKARY'S,MANHATTAN,10036,American,A
50006098,SCALINO G.P.,BROOKLYN,11222,Italian,
50006097,SOHO TIFFIN JUNCTION,MANHATTAN,10003,Indian,
50006093,VSTRECHA,QUEENS,11374,Jewish/Kosher,A
40746560,AMF BOWLING CENTER,QUEENS,11377,American,
40569008,EL RIO GRANDE,MANHATTAN,10016,Mexican,
50067976,MAMA LUPE II DOMINICAN FOOD,QUEENS,11368,Other,
41528051,THE BAILEY,MANHATTAN,10005,American,
41587147,MONTE'S,BROOKLYN,11215,Italian,
41528054,CRIF DOGS,BROOKLYN,11211,American,
41083927,CAFE DU SOLEIL,MANHATTAN,10025,French,
40641437,MARUZZELLA,MANHATTAN,10075,Italian,A
50052004,AUTUMN ASIAN,BROOKLYN,11238,Other,
50052006,LEE CHINESE RESTAURANT,BROOKLYN,11207,Chinese,
40388253,THE PIZZA PLACE,BRONX,10462,Pizza,A
50052001,DUNKIN DONUTS,STATEN ISLAND,10309,Cafe/Coffee/Tea,A
41042200,MAMA'S BAR,MANHATTAN,10009,American,A
50009013,PARK ASIA RESTAURANT,BROOKLYN,11220,Chinese,A
41264511,DUNKIN' DONUTS,BROOKLYN,11226,American,A
50056715,LEGEND OF TASTE,QUEENS,11357,Chinese,A
50056716,RDV,MANHATTAN,10026,French,A
50056718,ELITE CAFE,QUEENS,11367,Jewish/Kosher,C
50003918,NEW APOLO RESTAURANT,BROOKLYN,11211,Chinese/Cuban,
50046035,LUCKYBIRD BAKERY,BROOKLYN,11206,Bakery,A
50046037,MOON & FLOWER HOUSE,BROOKLYN,11229,Chinese,
50043003,BANGIA,MANHATTAN,10016,Korean,
50054609,CHINA WOK III,BRONX,10458,Chinese,A
41705437,RAMEN TAKUMI,MANHATTAN,10016,Japanese,A
50003914,NEW JIN XIN RESATURANT,BROOKLYN,11204,Chinese,
50003915,BOCAITO CAFE & WINE BAR,QUEENS,11372,Spanish,A
50043009,MOMOFUKU,MANHATTAN,10011,American,A
50074936,SABAI,MANHATTAN,10016,Other,
50002648,TAQUERIA DIANA,MANHATTAN,10003,Mexican,A
50074932,TEN FULL RESTAURANT,QUEENS,11104,Other,
50074933,NYC HEALTH BAR,MANHATTAN,10021,Other,
41688103,PRESS DINING & BEER ROOM,BROOKLYN,11217,American,A
41688109,BOOMER AND CARTON,BROOKLYN,11217,American,A
40881793,SUBWAY,QUEENS,11435,Sandwiches,B
40592207,PICASSO PIZZERIA,MANHATTAN,10280,Pizza/Italian,
41264490,DUNKIN' DONUTS,BROOKLYN,11214,Donuts,
40526489,DEB'S,MANHATTAN,10014,American,
41016803,ANYWAY CAFE,BROOKLYN,11235,Russian,
40863935,BURGER KING,MANHATTAN,10033,Hamburgers,
41715445,LA CANTINA ECUA-MEX BAR & BILLIARD,MANHATTAN,10031,Mexican,
41171542,NATIONAL BAKERY,BRONX,10467,Bakery,A
50048787,EL NOEL ECO-CENTER FOR INTEGRATIVE WELLNESS,BROOKLYN,11238,"Juice, Smoothies, Fruit Salads",
41308819,TOKYO BAY JAPANESE RESTAURANT,MANHATTAN,10013,Japanese,
50059503,CHINA HOUSE,QUEENS,11385,Chinese,A
50001225,THE FLYING COCK PUB,MANHATTAN,10016,Irish,A
41459942,DUNKIN' DONUTS,BRONX,10451,Donuts,A
41459947,DUNKIN' DONUTS,BRONX,10454,American,A
50053878,TOUS LES JOURS,BROOKLYN,11214,Bakery,A
50053879,LA CUEVITA DE MACHO,BRONX,10454,Spanish,
50064405,ILILI BOX,MANHATTAN,10013,Mediterranean,
41678767,BLUE COLLAR HAMBURGERS,BROOKLYN,11211,American,
41554670,MORGAN STANLEY EMPLOYEE CAFETERIA,MANHATTAN,10004,American,A
40370238,BURGER KING,QUEENS,11377,Hamburgers,
50014157,POLLO SABROSO RESTAURANT,BRONX,10458,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",
50040061,99 ROGERS,BROOKLYN,11216,American,A
40364581,JUNIOR'S,BROOKLYN,11201,American,
50049789,FIVE STAR DELI & GRILL,BROOKLYN,11226,Indian,
40424247,BAGELS DELI,QUEENS,11365,Delicatessen,
50049783,SIMPLYLIFE BAKERY CAFE INC,BROOKLYN,11204,Chinese,A
50049780,SPRING BAKERY,BROOKLYN,11229,Chinese,
50064905,GOOSE BARNACLE,BROOKLYN,11201,Cafe/Coffee/Tea,
41009267,UNDERGROUND PIZZA,MANHATTAN,10004,Pizza,A
50014461,YUMMY CHINESE RESTAURANT,BROOKLYN,11226,Chinese,
40903172,TRACKS RAW BAR & GRILL,MANHATTAN,10001,American,
50072425,99 CENTS PIZZA & FRIES,MANHATTAN,10035,Pizza,
50072426,GONG CHA,BROOKLYN,11220,"Juice, Smoothies, Fruit Salads",
50072427,MEET FRESH,MANHATTAN,10003,Other,
41293756,STARLIGHT GRILL RESTAURANT & SWEETS,BRONX,11370,Pakistani,B
50072422,SUSHI DAIZEN,QUEENS,11101,Other,
50072428,FAT CARDINAL PROVISIONS,QUEENS,11693,Other,
41356909,GIUSEPPE PIZZERIA,STATEN ISLAND,10312,Pizza/Italian,A
41145134,"DUNKIN' DONUTS, BASKIN ROBBINS",MANHATTAN,10128,Donuts,
41470527,HEAVEN'S HOT BAGEL,MANHATTAN,10002,Bagels/Pretzels,A
41174075,PYZA RESTAURANT,BROOKLYN,11222,Polish,
41373017,PATES & TRADITIONS,BROOKLYN,11211,French,
41089762,EXQUISITE EXPRESS RESTAURANT,BROOKLYN,11226,Caribbean,A
50048250,LOTTE NEW YORK PALACE -POMME PALAIS,MANHATTAN,10022,French,A
40386278,VENICE PIZZA,BRONX,10462,Pizza,A
41174079,DITCH PLAINS,MANHATTAN,10014,Continental,A
50048254,SNOW & CREAM,BROOKLYN,11220,American,
50048255,LOTTE NEW YORK PALACE-TROUBLE'S TRUST,MANHATTAN,10022,"Bottled beverages, including water, sodas, juices, etc.",A
40384528,VESELKA RESTAURANT,MANHATTAN,10003,Polish,
40969233,510 11ST BAR,MANHATTAN,10009,American,
40384525,KANES DELI DINER,QUEENS,11355,American,
41183605,TROPICAL 128,MANHATTAN,10013,American,
50068991,MCDONALDS,BROOKLYN,11220,Sandwiches,
50068990,MCDONALD'S #23105,BROOKLYN,11238,Chicken,A
41255575,BITTERSWEET,BROOKLYN,11205,Cafe/Coffee/Tea,A
50041331,SAKE BAR HAGI 46,MANHATTAN,10036,Japanese,A
41614624,ISLAND COFFEE SHOP,STATEN ISLAND,10314,American,
41064439,THE JAGUAR RESTAURANT,MANHATTAN,10029,Mexican,
41696848,TEADO TEA SHOP,MANHATTAN,10002,Cafe/Coffee/Tea,A
50074118,ROBERTA'S PIZZA,MANHATTAN,10022,Other,
50074116,,BROOKLYN,11226,Other,
41699397,JUICY CUBE,MANHATTAN,10022,"Juice, Smoothies, Fruit Salads",A
41448882,THE PULP AND THE BEAN,BROOKLYN,11238,Cafe/Coffee/Tea,
41391961,MONKEY BAR,MANHATTAN,10022,American,A
41613016,EMPIRE 19 RESTAURANT,BRONX,10463,Chinese,A
41262328,MCDONALD'S,MANHATTAN,10003,Hamburgers,
50063834,AVIATOR GRILL AT INTREPID,MANHATTAN,10036,American,
41293283,ZONE CULINAIRE,BRONX,10474,American,A
40423563,CIRCO PASTRY SHOP,BROOKLYN,11237,Bakery,
40546849,LA PIZZA FRESCA,MANHATTAN,10003,Italian,A
40962170,SUBWAY,STATEN ISLAND,10314,Sandwiches,A
41720232,VANILLA SKY,QUEENS,11375,"Ice Cream, Gelato, Yogurt, Ices",A
50018845,PASTICCERIA ROCCO,BROOKLYN,11209,Cafe/Coffee/Tea,A
41453377,THREE SONS PIZZERIA,QUEENS,11378,Pizza/Italian,
40974392,BAYOU,STATEN ISLAND,10305,Cajun,
40692361,ANDREW'S COFFEE SHOP,BROOKLYN,11218,American,
41558494,CHINESE FRIED CHICKEN,BRONX,10460,Chinese,
40372694,CLINTON RESTAURANT,QUEENS,11357,Italian,A
40859014,CEBU,BROOKLYN,11209,American,
50034637,WOLFETONE'S IRISH PUB & KITCHEN,MANHATTAN,10016,American,
50034635,COCOA BAR BROOKLYN,BROOKLYN,11215,Cafe/Coffee/Tea,B
41538513,ARTICHOKE BASILLE'S PIZZA & BAR,MANHATTAN,10012,Pizza,B
50073626,PISELLINO,MANHATTAN,10014,Other,
50066247,SAKURA,QUEENS,11414,Japanese,A
50073469,,QUEENS,11103,Other,
41382794,TIGRE'S PIZZA & RESTAURANT,BRONX,10457,American,
40814142,STARBUCKS,MANHATTAN,10013,Cafe/Coffee/Tea,A
41382110,CAFFEINA ESPRESSO BAR,QUEENS,11101,Cafe/Coffee/Tea,
41268000,THE GUTTER BAR,BROOKLYN,11249,American,A
50073461,GRIMALDIS PIZZERIA,BROOKLYN,11201,Pizza,
50073460,MAMA FOX,BROOKLYN,11233,Other,
50061344,PORTOFINO PIZZA,STATEN ISLAND,10309,Pizza,A
50064197,AMERICAN & LATIN CUISINE,BROOKLYN,11216,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A
50064195,THE DUMPLING HOUSE,QUEENS,11373,Chinese,
50064194,SIDEWALK TACOS,MANHATTAN,10029,Mexican,A
50064192,TEXAS CHICKEN & BURGERS,BRONX,10454,American,A
50064190,FRESH & CO,MANHATTAN,10013,American,
41235443,NIZZA,MANHATTAN,10036,Italian,A
50064199,YE MEI BAKERY,QUEENS,11373,Bakery,B
41577901,CAFE MILAN,QUEENS,11105,Cafe/Coffee/Tea,
50011338,ALADDIN HOOKAH LOUNGE & BAR INC,QUEENS,11419,American,B
40363744,SONNY'S HEROS,BROOKLYN,11236,American,A
50064448,TBAAR,QUEENS,11354,"Juice, Smoothies, Fruit Salads",A
50064444,818 FAST FOOD,BROOKLYN,11216,Chicken,A
41283156,BUCEO 95,MANHATTAN,10025,Spanish,A
50064443,HUDSON JANE,BROOKLYN,11205,American,
50064442,JUQUILA KITCHEN AND BAR,QUEENS,11101,Spanish,A
50067185,KOWLOON CITY CAFE,QUEENS,11365,Chinese,A
50067184,BLIMPIE,BROOKLYN,11201,American,
50042450,EGGER'S ICE CREAM PARLOR,STATEN ISLAND,10310,"Ice Cream, Gelato, Yogurt, Ices",A
50067183,DAISY PIZZA,QUEENS,11106,Pizza,
50067182,SIK GAEK,QUEENS,11377,Korean,Z
41631979,RED STAR RESTAURANT,MANHATTAN,10029,Chinese,
40365968,NANCY WHISKEY PUB,MANHATTAN,10013,American,
50063871,JUICERITE,BRONX,10462,"Juice, Smoothies, Fruit Salads",
41589248,POTBELLY SANDWICH WORKS,MANHATTAN,10038,Sandwiches,A
41398172,SATYR GRILL,QUEENS,11385,American,A
41550389,CROWN FRIED CHICKEN,BROOKLYN,11238,Chicken,A
50044207,PHO HOAI BAYRIDGE,BROOKLYN,11209,Vietnamese/Cambodian/Malaysia,
50044201,SALUD RESTAURANT,BROOKLYN,11209,Tapas,
40871961,TOTA'S,BROOKLYN,11213,Caribbean,A
41092840,YIASOU,BROOKLYN,11235,Mediterranean,A
41707148,KENNEDY FRIED CHICKEN,BRONX,10457,Chicken,A
50044208,CAFE ALTRO PARADISO,MANHATTAN,10013,Italian,A
41010772,TWO DOORS TAVERN,MANHATTAN,10128,American,
40816162,JEWEL BAKO,MANHATTAN,10003,Japanese,
41608360,MOMOFUKU MILK BAR UWS,MANHATTAN,10024,Cafe/Coffee/Tea,A
50044246,FLEET BAKERY,MANHATTAN,10013,Bakery,B
50038633,QUAN SUSHI & GRILL,MANHATTAN,10013,Japanese,A
50069805,HOME FRONT DELI,MANHATTAN,10017,American,
50069802,MADE IN MEXICO,MANHATTAN,10029,Other,
50069801,YOAN MING GARDEN,MANHATTAN,10029,Chinese,
41388342,EL REY,QUEENS,11435,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",
40942949,SNACK TAVERNA,MANHATTAN,10014,Greek,A
50065318,HABANERO MEXICAN CUISINE,BRONX,10454,Mexican,A
50065316,& PIZZA,MANHATTAN,10001,Pizza,A
50065314,SWEETGREEN DUMBO,BROOKLYN,11201,Salads,
41388348,BROOKLYN HEIGHTS WINE BAR,BROOKLYN,11201,American,
41285411,MIKE'S CAFETERIA,BROOKLYN,11223,American,A
50065311,LUZZO'S (in Gansevoort Market),MANHATTAN,10014,Pizza/Italian,
50063250,GUH SUNG CHINESE RESTAURANT,QUEENS,11361,Korean,
50063254,POKE BOWL,MANHATTAN,10038,Hawaiian,
41653491,THE HARP,BROOKLYN,11209,American,
50015360,SUBSATIONAL,BROOKLYN,11210,Jewish/Kosher,A
50051127,MOMENTO'S PIZZA COFFEE SHOP,QUEENS,11368,Pizza,A
50016941,MASHA AND THE BEAR,BROOKLYN,11211,Russian,A
41722492,CHIPOTLE MEXICAN GRILL,MANHATTAN,10032,Tex-Mex,A
50016943,EL NUEVO ROBLE BILLIARDS,BRONX,10456,Spanish,
50051129,ATOBOY,MANHATTAN,10016,Asian,
41063983,BETEL PARTY SUPPLY BAKERY,MANHATTAN,10040,Bakery,
41722495,JERUSALEM PITA HOT,QUEENS,11102,Mediterranean,A
50059351,REGGAE TASTE,QUEENS,11434,Caribbean,
50059353,KINGS OF KOBE,MANHATTAN,10019,American,A
50059352,"FLIP BIRD, APIZZA REGIONALA & BAR GRANGER",BROOKLYN,11217,American,A
41597918,STEEPLECHASE COFFEE,BROOKLYN,11218,Cafe/Coffee/Tea,A
41138977,PERRINE,MANHATTAN,10065,American,
41630730,SANDY'S CAFE,BROOKLYN,11215,Cafe/Coffee/Tea,
50045154,RIU PLAZA NEW YORK TIMES SQUARE HOTEL,MANHATTAN,10036,American,
50045155,KYOTO SUSHI V,STATEN ISLAND,10301,Japanese,A
50066759,EMPIRE,QUEENS,11374,Chinese,A
50066757,QUEENS BULLY,QUEENS,11375,American,A
50066751,THE COFFEE POT,MANHATTAN,10019,Cafe/Coffee/Tea,A
50045159,LENWICH,MANHATTAN,10019,Sandwiches/Salads/Mixed Buffet,
41569737,SAGAR CHINESE,QUEENS,11426,Chinese,A
41721917,LA GITANA 3 PANADERIA Y RESTAURANTE,QUEENS,11421,Spanish,A
41257914,SILVER LAKE GOLF COURSE,STATEN ISLAND,10301,American,
40391531,TEA AND SYMPATHY,MANHATTAN,10011,English,A
41639519,JUS FISHY,BROOKLYN,11225,Caribbean,A
40929922,SUSHIANN,MANHATTAN,10022,Japanese,
41706369,ZEBRA LOUNGE,QUEENS,11354,Chinese,
50013407,MEI YA KITCHEN,BRONX,10451,Chinese,
50013405,WAH YONG KITCHEN,BRONX,10452,Chinese,
50057606,KENNEDY'S,MANHATTAN,10034,American,A
50057601,ZOE DELEU CATERING,BROOKLYN,11206,Continental,A
41223011,SUSHI SASABUNE NEW YORK,MANHATTAN,10021,Japanese,A
41327743,BOMBAY'S,MANHATTAN,10004,Indian,A
41401773,DUNKIN' DONUTS,BROOKLYN,11226,Donuts,A
50008659,PIZZA CHEF,BROOKLYN,11216,Pizza,
41425365,THE WING BAR,BROOKLYN,11231,American,A
50008656,LA GUALACENA BAR & RESTAURANT,BROOKLYN,11237,Spanish,
50050381,PANDA EXPRESS,MANHATTAN,10001,Chinese,A
50050384,FRIJOLITO'S RESTAURANT,MANHATTAN,10031,Mexican,A
50050386,PANDA EXPRESS,MANHATTAN,10022,Chinese,A
50067401,GINGER & LEMONGRASS LES,MANHATTAN,10002,Vietnamese/Cambodian/Malaysia,A
50067403,DOUNET HALAL RESTAURANT,QUEENS,11368,Middle Eastern,Not Yet Graded
50067405,H & C BAKERY,BROOKLYN,11204,Bakery,C
50067408,Matsuri,QUEENS,11377,Japanese,A
50009386,MADMAN ESPRESSO,MANHATTAN,10001,Cafe/Coffee/Tea,A
41520844,POP'S COFFEE DINER,QUEENS,11355,American,A
50047625,HAI STREET KITCHEN AND CO.,MANHATTAN,10169,Japanese,A
41529523,POPEYES LOUISIANA KITCHEN,BROOKLYN,11203,Chicken,
50018204,NEW FRESH WOK,MANHATTAN,10128,Chinese,A
41346350,FATOOSH PIZZA & BBQ,BROOKLYN,11201,Middle Eastern,A
50042319,LITTLE MISS MUFFIN N HER STUFFIN,BROOKLYN,11238,Caribbean,A
41162067,CHEF YU / AZUKI,MANHATTAN,10018,Chinese,
41684955,DU JOUR BAKERY,BROOKLYN,11215,Bakery,
50056552,HANOI HOUSE,MANHATTAN,10009,Asian,A
50056559,GAZZARA PIZZA (M&J),STATEN ISLAND,10314,Pizza/Italian,
41449122,TABARE,BROOKLYN,11211,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A
41705634,EXPRESS BROOK LUNCH RESTAURANT,BRONX,10454,Spanish,
50056507,LA BURDICK CHOCOLATE,MANHATTAN,10012,Nuts/Confectionary,A
50004923,ARUNEE THAI,QUEENS,11372,Thai,A
40985913,STARBUCKS,BROOKLYN,11209,Cafe/Coffee/Tea,A
41638393,TOP HOPS BEER SHOP,MANHATTAN,10002,American,A
40398910,JOE'S PIZZA,BRONX,10460,Pizza,A
41048074,GLATT ALA CARTE,BROOKLYN,11204,Jewish/Kosher,A
50010453,LA FOGATA,BROOKLYN,11214,Spanish,
50010452,BAR PRIMA,MANHATTAN,10028,American,
41446690,CASTILLO DE JAGUA DELI RESTAURANT,BROOKLYN,11220,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A
40379573,DUNKIN' DONUTS,BRONX,10475,Donuts,A
40605770,DUNKIN' DONUTS,QUEENS,11103,Donuts,A
41324599,PHILLIP MORRIS INTERNATIONAL,MANHATTAN,10017,American,A
41705988,KURA,MANHATTAN,10009,Japanese,A
40730585,DEUX AMIS,MANHATTAN,10022,French,
50016122,CHEFS CLUB BY FOOD & WINE,MANHATTAN,10012,French,A
50016121,VIA QUADRONNO,MANHATTAN,10128,Italian,A
50012708,PIZZERIA DI MOLA,BROOKLYN,11204,Pizza,
50016129,SUEDE,BROOKLYN,11203,Caribbean,
50008689,JOE COFFEE/KIOSK,MANHATTAN,10017,Cafe/Coffee/Tea,A
50070442,SHAKE SHACK,MANHATTAN,10003,Hamburgers,Not Yet Graded
50060414,JOE & THE JUICE,MANHATTAN,10017,"Juice, Smoothies, Fruit Salads",
50015327,PHO RAINBOW,STATEN ISLAND,10306,Vietnamese/Cambodian/Malaysia,A
41184016,CHEN DU TIAN FU,QUEENS,11355,Chinese,B
50037412,ROBERTA'S PIZZA,MANHATTAN,10169,Pizza,
50037410,WINGSTOP,MANHATTAN,10027,Chicken,
50070447,PAPA JOHN'S PIZZA,BRONX,10456,Pizza,
50070448,Imperial Taste,QUEENS,11364,Chinese,A
41505393,LITE DELITE CAFE (EQUINOX),MANHATTAN,10025,American,
50002512,WING LING,BRONX,10452,Chinese,
41161009,GENESIS BAR & RESTAURANT,MANHATTAN,10128,Irish,
50002514,SHAKE SHACK,MANHATTAN,10017,American,
50046549,STARBUCKS COFFEE COMPANY #22716,QUEENS,11374,Cafe/Coffee/Tea,A
41632731,SALUD PERFECTA,QUEENS,11372,American,A
41096822,REGIONAL,MANHATTAN,10025,Italian,
50059312,10TH FLOOR LOUNGE,BROOKLYN,11201,American,A
40759586,CAFE BUON GUSTO,MANHATTAN,10075,Italian,A
50040265,JERK PAN KUSINE,QUEENS,11429,Caribbean,A
50011479,DUNKIN' DONUTS,STATEN ISLAND,10305,Donuts,
50044942,FOGON LATINO BAR RESTAURANT,QUEENS,11372,Mexican,
50044940,BAGEL BOBS ON YORK,MANHATTAN,10028,Bagels/Pretzels,
41309387,NEW TACO EXPRESS,MANHATTAN,10016,Tex-Mex,
50007352,RACINES,MANHATTAN,10007,French,
50044944,FOY JUICE BAR & EATERY,QUEENS,11429,"Juice, Smoothies, Fruit Salads",A
50044945,YURA'S BLUE PLATE,MANHATTAN,10029,American,A
41623109,LUCID CAFE,QUEENS,11377,Cafe/Coffee/Tea,A
50044948,BURGER KING,MANHATTAN,10002,Hamburgers,A
50044949,BURGER KING,MANHATTAN,10007,American,A
50007359,SARILING ATIN,QUEENS,11373,Filipino,
41271801,PINO'S,BROOKLYN,11220,Pizza,A
41313594,MUMBAI XPRESS,QUEENS,11004,Indian,
40738001,PIZZA BAGEL BURGER,BROOKLYN,11230,American,
41626556,STK,MANHATTAN,10036,Steak,A
41107447,"DUNKIN' DONUTS, BASKIN ROBBINS",BROOKLYN,11215,Donuts,A
41622776,CAFE AKA,MANHATTAN,10022,American,A
41549526,JENNY'S ROTI SHOP,BRONX,10462,Caribbean,
40396159,CARMINE'S,MANHATTAN,10036,Italian,
41655758,DUNKIN' DONUTS,QUEENS,11434,Cafe/Coffee/Tea,A
50006240,DAVID BURKE KITCHEN,MANHATTAN,10013,American,A
40384323,OMEGA COFFEE SHOP,QUEENS,11361,Cafe/Coffee/Tea,A
41619703,FOUR CUTS STEAKHOUSE,MANHATTAN,10022,American,A
40606331,PARK ITALIAN GOURMET,MANHATTAN,10036,Italian,
50041134,DAILY WAFFLE,QUEENS,11354,Pancakes/Waffles,
41619708,LOUNGE BAR CAVE,BROOKLYN,11223,Italian,A
41497034,RED MANGO,QUEENS,11365,"Ice Cream, Gelato, Yogurt, Ices",
41492204,CORCHO WINE ROOM,MANHATTAN,10034,"Bottled beverages, including water, sodas, juices, etc.",
50074861,,MANHATTAN,10013,Other,
50071789,CHRIS & SONS BAKERY AND ROTI SHOP,QUEENS,11412,Caribbean,Not Yet Graded
50068201,BLOSSOM GARDEN,QUEENS,11354,Chinese,A
50000829,AMC THEATRES,MANHATTAN,10001,American,A
50000828,Patea,MANHATTAN,10013,Cafe/Coffee/Tea,A
50068205,YE GARDEN,QUEENS,11385,Chinese,
41416946,GREAT WALL KITCHEN,MANHATTAN,10027,Chinese,A
41466316,OLIO E PIU,MANHATTAN,10014,Italian,
50000821,FIVE TACOS,MANHATTAN,10009,Mexican,A
50000823,TORINO PIZZA,STATEN ISLAND,10304,Pizza/Italian,
41466312,TERRI,MANHATTAN,10010,Vegetarian,A
50004117,G's RESTAURANT & BAR,QUEENS,11422,Caribbean,A
41387576,ANGELA'S CAKE,MANHATTAN,10033,Bakery,
50001192,88 CAFE,QUEENS,11373,Bakery,
50001193,EL NUEVO YAUCO RESTAURANT,BROOKLYN,11206,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",
41502729,ASIAN CHEF,QUEENS,11358,Chinese,
50033885,A&H DELI,MANHATTAN,10001,American,
40521005,PRETTO CAFFE E CUCINA,MANHATTAN,10024,Italian,A
40521003,TOPAZE RESTAURANT & JERK CHICKEN,BROOKLYN,11234,Caribbean,A
50019233,MARTHA STEWART CAFE,MANHATTAN,10001,Cafe/Coffee/Tea,
50070373,PEACEFUL CHINESE FOOD RESTAURANT,BROOKLYN,11236,Other,A
50070370,COMO DICE EL ABUELO,BROOKLYN,11206,American,
50070371,JIA BAO BAKERY,QUEENS,11375,Chinese,A
50070377,SUNSET BOTANIA,BROOKLYN,11232,Other,
50070374,CUP AND CRULLER,MANHATTAN,10019,Bakery,
50070375,KENNEDY FRIED CHICKEN,BRONX,10472,Chicken,A
50070379,POTA-TOPIA,STATEN ISLAND,10314,American,A
40634730,NEW YORK UNIVERSITY - COURTYARD CAFE,MANHATTAN,10003,American,
40971873,BREAK BAR & BILLARDS,QUEENS,11106,American,A
40391272,EL LINA RESTAURANT,MANHATTAN,10034,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",
50053257,HE LI RESTAURANT,BROOKLYN,11219,Chinese,
41625961,DUNKIN' DONUTS,MANHATTAN,10002,American,A
50053253,GUSTOSO RESTAURANT,BROOKLYN,11208,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",
41420036,SPIN NEW YORK,MANHATTAN,10010,American,A
41427023,GREAT WALL CHINESE RESTAURANT,QUEENS,11375,Chinese,A
41690476,BAIT & HOOK,MANHATTAN,10003,Seafood,
41690473,ABC BEER CO.,MANHATTAN,10009,Sandwiches,A
